# Generated at,,
# UTC+08,,
# Period Selected: Entire Record,,
#,,
# Comment: ,,
# Description: ,,
# Duration: 0:01:00:00,,
# EventType: Maximum,,
# ReportTitle: Daily,,
# TimeStep: Day,,
# Time-Series Identifier:,,
# Serial No. here,,
#,,
# CSV data starts at line 16,,
#,,
Time Stamp,Event Start Time,Maximum
06-09-70 0:00,06-09-70 23:59,0.00172865
07-09-70 0:00,07-09-70 17:51,11.26749805
08-09-70 0:00,08-09-70 5:18,0.031197192
09-09-70 0:00,09-09-70 20:12,0.411111111
10-09-70 0:00,10-09-70 18:15,11.52462422
11-09-70 0:00,11-09-70 16:40,4.754280381
12-09-70 0:00,12-09-70 7:00,0.031336138
13-09-70 0:00,13-09-70 16:00,2.749817444
14-09-70 0:00,14-09-70 6:59,0.034132929
15-09-70 0:00,15-09-70 17:34,0.23535251
16-09-70 0:00,16-09-70 23:06,0.032144292
17-09-70 0:00,17-09-70 15:42,1.903607897
18-09-70 0:00,18-09-70 5:54,2.1
19-09-70 0:00,19-09-70 20:51,3.435750422
20-09-70 0:00,20-09-70 22:22,1.551415094
21-09-70 0:00,21-09-70 11:27,6.166442074
22-09-70 0:00,22-09-70 13:09,37.63603239
23-09-70 0:00,23-09-70 14:04,0.873717146
24-09-70 0:00,24-09-70 23:59,0.004017162
25-09-70 0:00,25-09-70 23:59,0.004017162
26-09-70 0:00,26-09-70 16:58,0.720627803
27-09-70 0:00,27-09-70 23:59,0.001270971
28-09-70 0:00,28-09-70 23:59,0.001270971
29-09-70 0:00,29-09-70 23:59,0.001270971
30-09-70 0:00,30-09-70 14:40,4.794155545
01-10-70 0:00,01-10-70 16:16,44.56288288
02-10-70 0:00,02-10-70 0:42,0.787445753
03-10-70 0:00,03-10-70 7:00,0.021871646
04-10-70 0:00,04-10-70 14:13,25.80057806
05-10-70 0:00,05-10-70 23:53,11.7
06-10-70 0:00,06-10-70 0:00,11.7
07-10-70 0:00,07-10-70 23:59,0.005856992
08-10-70 0:00,08-10-70 14:46,0.087826299
09-10-70 0:00,09-10-70 7:59,15.49870968
10-10-70 0:00,10-10-70 13:14,26.56666667
11-10-70 0:00,11-10-70 7:00,0.01164747
12-10-70 0:00,12-10-70 23:59,0.003973159
13-10-70 0:00,13-10-70 13:29,0.096521215
14-10-70 0:00,14-10-70 6:59,0.028567801
15-10-70 0:00,15-10-70 23:59,0.007577233
16-10-70 0:00,16-10-70 11:52,1.106878443
17-10-70 0:00,17-10-70 14:34,35.50580205
18-10-70 0:00,18-10-70 20:13,9.209626346
19-10-70 0:00,19-10-70 6:59,0.146373503
20-10-70 0:00,20-10-70 2:52,0.831355141
21-10-70 0:00,21-10-70 23:59,0.00199849
22-10-70 0:00,22-10-70 23:59,0.045539069
23-10-70 0:00,23-10-70 6:59,0.045539069
24-10-70 0:00,24-10-70 0:00,0
25-10-70 0:00,25-10-70 20:13,4.5
26-10-70 0:00,26-10-70 3:22,0.91919242
27-10-70 0:00,27-10-70 16:18,5.008100236
28-10-70 0:00,28-10-70 14:52,2.8
29-10-70 0:00,29-10-70 4:09,0.4
30-10-70 0:00,30-10-70 5:46,1.932331847
31-10-70 0:00,31-10-70 15:48,1.030620369
01-11-70 0:00,01-11-70 6:59,0.059283113
02-11-70 0:00,02-11-70 16:10,31.79708141
03-11-70 0:00,03-11-70 6:59,0.02763067
04-11-70 0:00,04-11-70 15:44,11.5308768
05-11-70 0:00,05-11-70 6:58,0.043883326
06-11-70 0:00,06-11-70 0:00,0
07-11-70 0:00,07-11-70 19:45,2.541406462
08-11-70 0:00,08-11-70 6:59,0.080128601
09-11-70 0:00,09-11-70 14:34,11.29119025
10-11-70 0:00,10-11-70 8:27,28.02317328
11-11-70 0:00,11-11-70 0:00,0
12-11-70 0:00,12-11-70 8:58,0.96189003
13-11-70 0:00,13-11-70 17:23,13.31911894
14-11-70 0:00,14-11-70 14:44,17.44552737
15-11-70 0:00,15-11-70 0:04,7.850458715
16-11-70 0:00,16-11-70 23:54,13.14659091
17-11-70 0:00,17-11-70 0:31,15.51853448
18-11-70 0:00,18-11-70 11:59,1.610425384
19-11-70 0:00,19-11-70 13:39,4.384650113
20-11-70 0:00,20-11-70 17:25,7.223628692
21-11-70 0:00,21-11-70 19:16,1.430863944
22-11-70 0:00,22-11-70 6:59,0.065667966
23-11-70 0:00,23-11-70 13:46,1.769502408
24-11-70 0:00,24-11-70 16:37,0.495910781
25-11-70 0:00,25-11-70 14:57,5.913339262
26-11-70 0:00,26-11-70 1:51,5.477843033
27-11-70 0:00,27-11-70 4:10,1
28-11-70 0:00,28-11-70 2:20,5.954003507
29-11-70 0:00,29-11-70 2:22,0.765290852
30-11-70 0:00,30-11-70 15:24,7.6
01-12-70 0:00,01-12-70 10:54,22.63684211
02-12-70 0:00,02-12-70 0:00,0
03-12-70 0:00,03-12-70 0:00,0
04-12-70 0:00,04-12-70 0:00,0
05-12-70 0:00,05-12-70 19:04,9.561328413
06-12-70 0:00,06-12-70 12:55,14.81813887
07-12-70 0:00,07-12-70 18:19,0.787746171
08-12-70 0:00,08-12-70 3:30,10.24043779
09-12-70 0:00,09-12-70 0:00,0
10-12-70 0:00,10-12-70 0:00,0
11-12-70 0:00,11-12-70 15:59,0.284199842
12-12-70 0:00,12-12-70 16:24,53.11807658
13-12-70 0:00,13-12-70 19:43,1.509726918
14-12-70 0:00,14-12-70 23:30,5.179196759
15-12-70 0:00,15-12-70 7:54,0.905623954
16-12-70 0:00,16-12-70 9:37,3.577721943
17-12-70 0:00,17-12-70 7:00,0.009794186
18-12-70 0:00,18-12-70 19:25,0.617764764
19-12-70 0:00,19-12-70 13:39,21.56288683
20-12-70 0:00,20-12-70 15:43,6.328343313
21-12-70 0:00,21-12-70 6:59,0.026208026
22-12-70 0:00,22-12-70 0:00,0
23-12-70 0:00,23-12-70 17:18,0.469382612
24-12-70 0:00,24-12-70 15:30,35.6
25-12-70 0:00,25-12-70 16:39,11.58476562
26-12-70 0:00,26-12-70 7:00,0.02091645
27-12-70 0:00,27-12-70 0:00,0
28-12-70 0:00,28-12-70 0:00,0
29-12-70 0:00,29-12-70 0:00,0
30-12-70 0:00,30-12-70 0:00,0
31-12-70 0:00,31-12-70 0:00,0
01-01-71 0:00,01-01-71 0:00,0
02-01-71 0:00,02-01-71 0:00,0
03-01-71 0:00,03-01-71 0:00,0
04-01-71 0:00,04-01-71 0:00,0
05-01-71 0:00,05-01-71 11:14,14.48195242
06-01-71 0:00,06-01-71 6:59,0.0390625
07-01-71 0:00,07-01-71 0:00,0
08-01-71 0:00,08-01-71 0:00,0
09-01-71 0:00,09-01-71 0:00,0
10-01-71 0:00,10-01-71 0:00,0
11-01-71 0:00,11-01-71 0:00,0
12-01-71 0:00,12-01-71 0:00,0
13-01-71 0:00,13-01-71 0:00,0
14-01-71 0:00,14-01-71 0:00,0
15-01-71 0:00,15-01-71 0:00,0
16-01-71 0:00,16-01-71 14:38,1.382089129
17-01-71 0:00,17-01-71 6:59,0.030563385
18-01-71 0:00,18-01-71 0:00,0
19-01-71 0:00,19-01-71 0:00,0
20-01-71 0:00,20-01-71 0:00,0
21-01-71 0:00,21-01-71 0:00,0
22-01-71 0:00,22-01-71 0:00,0
23-01-71 0:00,23-01-71 0:00,0
24-01-71 0:00,24-01-71 0:00,0
25-01-71 0:00,25-01-71 16:46,4.50065603
26-01-71 0:00,26-01-71 16:38,1.357586513
27-01-71 0:00,27-01-71 6:59,0.027878342
28-01-71 0:00,28-01-71 0:00,0
29-01-71 0:00,29-01-71 0:00,0
30-01-71 0:00,30-01-71 15:22,8.839764364
31-01-71 0:00,31-01-71 17:36,46.80114449
01-02-71 0:00,01-02-71 6:58,0.014874189
02-02-71 0:00,02-02-71 16:51,0.817068295
03-02-71 0:00,03-02-71 7:00,0.019988895
04-02-71 0:00,04-02-71 0:00,0.000512851
05-02-71 0:00,05-02-71 0:00,0.000512851
06-02-71 0:00,06-02-71 0:00,0.000512851
07-02-71 0:00,07-02-71 0:00,0.000512851
08-02-71 0:00,08-02-71 0:00,0.000512851
09-02-71 0:00,09-02-71 0:00,0.000512851
10-02-71 0:00,10-02-71 0:00,0.000512851
11-02-71 0:00,11-02-71 18:04,1.91372234
12-02-71 0:00,12-02-71 0:00,0
13-02-71 0:00,13-02-71 19:12,13.6
14-02-71 0:00,14-02-71 0:00,0.001624373
15-02-71 0:00,15-02-71 0:00,0.001624373
16-02-71 0:00,16-02-71 18:09,4.214592028
17-02-71 0:00,17-02-71 7:00,0.022202578
18-02-71 0:00,18-02-71 0:00,0
19-02-71 0:00,19-02-71 15:32,7.3
20-02-71 0:00,20-02-71 6:59,0.021284982
21-02-71 0:00,21-02-71 0:00,0
22-02-71 0:00,22-02-71 0:00,0
23-02-71 0:00,23-02-71 12:46,2.932085561
24-02-71 0:00,24-02-71 0:00,0
25-02-71 0:00,25-02-71 0:00,0
26-02-71 0:00,26-02-71 15:06,2.854232643
27-02-71 0:00,27-02-71 21:47,0.724710619
28-02-71 0:00,28-02-71 23:59,1.493250582
01-03-71 0:00,01-03-71 0:45,2.234290147
02-03-71 0:00,02-03-71 22:18,0.432043744
03-03-71 0:00,03-03-71 12:29,2.70340637
04-03-71 0:00,04-03-71 6:59,0.016206239
05-03-71 0:00,05-03-71 0:00,0.001157389
06-03-71 0:00,06-03-71 0:00,0.001157389
07-03-71 0:00,07-03-71 22:23,0.717495803
08-03-71 0:00,08-03-71 7:00,0.021207034
09-03-71 0:00,09-03-71 0:00,0
10-03-71 0:00,10-03-71 0:00,0
11-03-71 0:00,11-03-71 0:00,0
12-03-71 0:00,12-03-71 13:32,2.6
13-03-71 0:00,13-03-71 12:49,1.332959262
14-03-71 0:00,14-03-71 23:59,0.003796467
15-03-71 0:00,15-03-71 20:46,0.62542623
16-03-71 0:00,16-03-71 10:47,1.028101814
17-03-71 0:00,17-03-71 16:15,26.02469304
18-03-71 0:00,18-03-71 6:59,0.05604334
19-03-71 0:00,19-03-71 15:38,4.710180652
20-03-71 0:00,20-03-71 19:09,5.5
21-03-71 0:00,21-03-71 14:14,30.18758621
22-03-71 0:00,22-03-71 14:47,22.71016665
23-03-71 0:00,23-03-71 6:21,53.13378378
24-03-71 0:00,24-03-71 0:00,0
25-03-71 0:00,25-03-71 0:00,0
26-03-71 0:00,26-03-71 0:00,0
27-03-71 0:00,27-03-71 0:00,0
28-03-71 0:00,28-03-71 0:00,0
29-03-71 0:00,29-03-71 0:00,0
30-03-71 0:00,30-03-71 15:36,2.4
31-03-71 0:00,31-03-71 14:45,7.650799567
01-04-71 0:00,01-04-71 13:16,13.23437964
02-04-71 0:00,02-04-71 18:29,7.414164597
03-04-71 0:00,03-04-71 23:01,2.035252873
04-04-71 0:00,04-04-71 13:04,5.133053561
05-04-71 0:00,05-04-71 1:48,20.27996604
06-04-71 0:00,06-04-71 12:00,25.4
07-04-71 0:00,07-04-71 0:00,0
08-04-71 0:00,08-04-71 15:47,3.508213331
09-04-71 0:00,09-04-71 6:58,0.025823575
10-04-71 0:00,10-04-71 0:00,0.001545131
11-04-71 0:00,11-04-71 0:00,0.001545131
12-04-71 0:00,12-04-71 0:00,0.001545131
13-04-71 0:00,13-04-71 0:00,0.001545131
14-04-71 0:00,14-04-71 17:24,1.012248345
15-04-71 0:00,15-04-71 6:59,0.013818252
16-04-71 0:00,16-04-71 17:22,21.21927779
17-04-71 0:00,17-04-71 0:00,0
18-04-71 0:00,18-04-71 0:00,0
19-04-71 0:00,19-04-71 14:58,28.30514059
20-04-71 0:00,20-04-71 0:00,0
21-04-71 0:00,21-04-71 0:00,0
22-04-71 0:00,22-04-71 0:00,0
23-04-71 0:00,23-04-71 16:00,19.1
24-04-71 0:00,24-04-71 15:02,6.541565901
25-04-71 0:00,25-04-71 6:59,0.01880714
26-04-71 0:00,26-04-71 0:00,0.004544852
27-04-71 0:00,27-04-71 14:34,31.1797954
28-04-71 0:00,28-04-71 18:44,0.515295862
29-04-71 0:00,29-04-71 0:00,0
30-04-71 0:00,30-04-71 0:00,0
01-05-71 0:00,01-05-71 0:00,0
02-05-71 0:00,02-05-71 0:00,0
03-05-71 0:00,03-05-71 0:00,0
04-05-71 0:00,04-05-71 0:00,0
05-05-71 0:00,05-05-71 0:00,0
06-05-71 0:00,06-05-71 0:00,0
07-05-71 0:00,07-05-71 14:53,1.765942537
08-05-71 0:00,08-05-71 16:50,29.41501736
09-05-71 0:00,09-05-71 1:11,15.1
10-05-71 0:00,10-05-71 0:00,0.000811145
11-05-71 0:00,11-05-71 0:00,0.000811145
12-05-71 0:00,12-05-71 0:00,0.000811145
13-05-71 0:00,13-05-71 0:00,0.000811145
14-05-71 0:00,14-05-71 14:21,3.742015312
15-05-71 0:00,15-05-71 9:27,0.081044575
16-05-71 0:00,16-05-71 12:31,9.688461538
17-05-71 0:00,17-05-71 23:59,0.000678947
18-05-71 0:00,18-05-71 23:59,0.000678947
19-05-71 0:00,19-05-71 23:59,0.000678947
20-05-71 0:00,20-05-71 23:59,0.000678947
21-05-71 0:00,21-05-71 23:59,0.000678947
22-05-71 0:00,22-05-71 23:59,0.000678947
23-05-71 0:00,23-05-71 15:38,56.32237443
24-05-71 0:00,24-05-71 18:31,2.949735488
25-05-71 0:00,25-05-71 5:10,16.77909605
26-05-71 0:00,26-05-71 15:37,0.63529907
27-05-71 0:00,27-05-71 17:12,9.739209726
28-05-71 0:00,28-05-71 23:59,0.007715967
29-05-71 0:00,29-05-71 23:02,1.322880941
30-05-71 0:00,30-05-71 15:44,11.70673797
31-05-71 0:00,31-05-71 0:00,0
01-06-71 0:00,01-06-71 0:00,0
02-06-71 0:00,02-06-71 0:00,0
03-06-71 0:00,03-06-71 0:00,0
04-06-71 0:00,04-06-71 0:00,0
05-06-71 0:00,05-06-71 13:30,11.51384343
06-06-71 0:00,06-06-71 0:00,0
07-06-71 0:00,07-06-71 0:00,0
08-06-71 0:00,08-06-71 0:00,0
09-06-71 0:00,09-06-71 0:00,0
10-06-71 0:00,10-06-71 0:00,0
11-06-71 0:00,11-06-71 0:00,0
12-06-71 0:00,12-06-71 0:00,0
13-06-71 0:00,13-06-71 0:00,0
14-06-71 0:00,14-06-71 0:00,0
15-06-71 0:00,15-06-71 4:35,11.22055249
16-06-71 0:00,16-06-71 14:35,14.05189266
17-06-71 0:00,17-06-71 14:00,8.006484361
18-06-71 0:00,18-06-71 9:24,0.124323702
19-06-71 0:00,19-06-71 23:59,0.029437418
20-06-71 0:00,20-06-71 13:56,1.618676406
21-06-71 0:00,21-06-71 18:15,14.43344412
22-06-71 0:00,22-06-71 2:59,4.931840728
23-06-71 0:00,23-06-71 19:06,72.7
24-06-71 0:00,24-06-71 17:22,11.3124261
25-06-71 0:00,25-06-71 6:17,17.39454116
26-06-71 0:00,26-06-71 13:16,16.90134374
27-06-71 0:00,27-06-71 6:59,0.016855248
28-06-71 0:00,28-06-71 23:59,0.009024366
29-06-71 0:00,29-06-71 15:29,13.19510703
30-06-71 0:00,30-06-71 19:51,0.5364409
01-07-71 0:00,01-07-71 3:50,0.951453698
02-07-71 0:00,02-07-71 7:00,0.043101384
03-07-71 0:00,03-07-71 0:00,0
04-07-71 0:00,04-07-71 0:00,0
05-07-71 0:00,05-07-71 10:46,1.569339623
06-07-71 0:00,06-07-71 6:59,0.029706647
07-07-71 0:00,07-07-71 0:00,0.008657245
08-07-71 0:00,08-07-71 0:00,0.008657245
09-07-71 0:00,09-07-71 5:18,1.728184059
10-07-71 0:00,10-07-71 0:00,0.001804638
11-07-71 0:00,11-07-71 15:24,1.08623515
12-07-71 0:00,12-07-71 7:00,0.020168067
13-07-71 0:00,13-07-71 0:00,0.007018741
14-07-71 0:00,14-07-71 17:59,25.54327354
15-07-71 0:00,15-07-71 18:25,26.82181566
16-07-71 0:00,16-07-71 15:54,16.94240455
17-07-71 0:00,17-07-71 6:59,0.017077394
18-07-71 0:00,18-07-71 6:59,0.013964584
19-07-71 0:00,19-07-71 0:00,0.004383482
20-07-71 0:00,20-07-71 5:37,26.44370522
21-07-71 0:00,21-07-71 3:21,8.061726384
22-07-71 0:00,22-07-71 7:00,0.055350554
23-07-71 0:00,23-07-71 13:58,6.223261783
24-07-71 0:00,24-07-71 6:59,0.027998133
25-07-71 0:00,25-07-71 17:44,59.14375
26-07-71 0:00,26-07-71 5:08,2.242686891
27-07-71 0:00,27-07-71 0:00,0
28-07-71 0:00,28-07-71 0:00,0
29-07-71 0:00,29-07-71 13:36,0.517003182
30-07-71 0:00,30-07-71 6:59,0.022026432
31-07-71 0:00,31-07-71 17:05,95.98061674
01-08-71 0:00,01-08-71 5:05,15.19422875
02-08-71 0:00,02-08-71 0:00,0
03-08-71 0:00,03-08-71 0:00,0
04-08-71 0:00,04-08-71 0:00,0
05-08-71 0:00,05-08-71 0:00,0
06-08-71 0:00,06-08-71 0:00,0
07-08-71 0:00,07-08-71 0:00,0
08-08-71 0:00,08-08-71 0:00,0
09-08-71 0:00,09-08-71 10:18,1.002312338
10-08-71 0:00,10-08-71 23:59,0.033194
11-08-71 0:00,11-08-71 2:04,15.71426604
12-08-71 0:00,12-08-71 21:19,2.614316703
13-08-71 0:00,13-08-71 7:00,0.041335362
14-08-71 0:00,14-08-71 10:15,23.11186441
15-08-71 0:00,15-08-71 13:47,23.14070981
16-08-71 0:00,16-08-71 19:58,2.697961463
17-08-71 0:00,17-08-71 7:11,8.835135135
18-08-71 0:00,18-08-71 13:42,3.303397697
19-08-71 0:00,19-08-71 7:59,0.672661512
20-08-71 0:00,20-08-71 12:47,4.1570974
21-08-71 0:00,21-08-71 14:18,20.55190514
22-08-71 0:00,22-08-71 19:32,9.746819338
23-08-71 0:00,23-08-71 14:38,15.46565383
24-08-71 0:00,24-08-71 7:00,0.096205238
25-08-71 0:00,25-08-71 0:00,0.002682084
26-08-71 0:00,26-08-71 0:00,0.002682084
27-08-71 0:00,27-08-71 0:00,0.002682084
28-08-71 0:00,28-08-71 0:00,0.002682084
29-08-71 0:00,29-08-71 0:00,0.002682084
30-08-71 0:00,30-08-71 13:08,22.1137626
31-08-71 0:00,31-08-71 6:59,0.032833235
01-09-71 0:00,01-09-71 23:59,0.00711779
02-09-71 0:00,02-09-71 17:37,39.23257443
03-09-71 0:00,03-09-71 15:02,3.119982317
04-09-71 0:00,04-09-71 19:11,10.04717331
05-09-71 0:00,05-09-71 17:37,0.823990007
06-09-71 0:00,06-09-71 16:34,3.850671682
07-09-71 0:00,07-09-71 6:59,0.061851116
08-09-71 0:00,08-09-71 15:04,9.336211247
09-09-71 0:00,09-09-71 13:39,42.01747405
10-09-71 0:00,10-09-71 16:12,5.973274336
11-09-71 0:00,11-09-71 7:59,0.000961903
12-09-71 0:00,12-09-71 0:00,0.000961903
13-09-71 0:00,13-09-71 0:00,0.000961903
14-09-71 0:00,14-09-71 0:00,0.000961903
15-09-71 0:00,15-09-71 15:57,0.62622552
16-09-71 0:00,16-09-71 13:35,0.731308462
17-09-71 0:00,17-09-71 16:03,1.945091514
18-09-71 0:00,18-09-71 2:27,0.618145019
19-09-71 0:00,19-09-71 17:25,3.233737869
20-09-71 0:00,20-09-71 7:00,0.056465052
21-09-71 0:00,21-09-71 21:13,0.336069777
22-09-71 0:00,22-09-71 3:35,21.03257373
23-09-71 0:00,23-09-71 15:52,0.123064902
24-09-71 0:00,24-09-71 7:00,0.400290435
25-09-71 0:00,25-09-71 0:00,0
26-09-71 0:00,26-09-71 0:00,0
27-09-71 0:00,27-09-71 0:00,0
28-09-71 0:00,28-09-71 0:00,0
29-09-71 0:00,29-09-71 0:00,0
30-09-71 0:00,30-09-71 0:00,0
01-10-71 0:00,01-10-71 0:00,0
02-10-71 0:00,02-10-71 0:00,0
03-10-71 0:00,03-10-71 0:00,0
04-10-71 0:00,04-10-71 0:00,0
05-10-71 0:00,05-10-71 0:00,0
06-10-71 0:00,06-10-71 0:00,0
07-10-71 0:00,07-10-71 13:52,1.213349723
08-10-71 0:00,08-10-71 6:27,5.757997218
09-10-71 0:00,09-10-71 7:00,0.051685357
10-10-71 0:00,10-10-71 0:00,0
11-10-71 0:00,11-10-71 0:00,0
12-10-71 0:00,12-10-71 0:00,0
13-10-71 0:00,13-10-71 8:57,0.512049635
14-10-71 0:00,14-10-71 23:59,0.026416687
15-10-71 0:00,15-10-71 14:16,2.527233786
16-10-71 0:00,16-10-71 6:59,0.034268308
17-10-71 0:00,17-10-71 23:59,2.851184447
18-10-71 0:00,18-10-71 0:32,6.700297206
19-10-71 0:00,19-10-71 5:04,3.191538585
20-10-71 0:00,20-10-71 17:12,2.321559633
21-10-71 0:00,21-10-71 17:23,1.112177986
22-10-71 0:00,22-10-71 18:02,0.118894212
23-10-71 0:00,23-10-71 0:00,0.015421191
24-10-71 0:00,24-10-71 13:37,1.697073791
25-10-71 0:00,25-10-71 3:52,12.40363986
26-10-71 0:00,26-10-71 16:52,1
27-10-71 0:00,27-10-71 6:59,0.062722141
28-10-71 0:00,28-10-71 23:59,0.019240405
29-10-71 0:00,29-10-71 21:56,1.281790437
30-10-71 0:00,30-10-71 19:34,3.73085434
31-10-71 0:00,31-10-71 6:59,0.041063077
01-11-71 0:00,01-11-71 0:00,0
02-11-71 0:00,02-11-71 0:00,0
03-11-71 0:00,03-11-71 0:00,0
04-11-71 0:00,04-11-71 23:34,4.324701195
05-11-71 0:00,05-11-71 17:33,32.98067227
06-11-71 0:00,06-11-71 7:00,0.017443128
07-11-71 0:00,07-11-71 19:20,2.813723776
08-11-71 0:00,08-11-71 15:15,35.40516854
09-11-71 0:00,09-11-71 14:30,13.27878563
10-11-71 0:00,10-11-71 7:00,0.059571964
11-11-71 0:00,11-11-71 0:00,0.002543738
12-11-71 0:00,12-11-71 0:00,0.002543738
13-11-71 0:00,13-11-71 14:37,11.35579182
14-11-71 0:00,14-11-71 15:30,1.635143198
15-11-71 0:00,15-11-71 18:08,2.21667743
16-11-71 0:00,16-11-71 15:02,2.417814208
17-11-71 0:00,17-11-71 18:11,0.739362076
18-11-71 0:00,18-11-71 19:48,6.055782313
19-11-71 0:00,19-11-71 6:59,0.032841721
20-11-71 0:00,20-11-71 0:00,0.001914481
21-11-71 0:00,21-11-71 0:00,0.001914481
22-11-71 0:00,22-11-71 0:00,0.001914481
23-11-71 0:00,23-11-71 17:30,4.611466667
24-11-71 0:00,24-11-71 4:33,2.5
25-11-71 0:00,25-11-71 13:32,2.512495996
26-11-71 0:00,26-11-71 16:19,0.463583264
27-11-71 0:00,27-11-71 7:00,0.027247956
28-11-71 0:00,28-11-71 13:27,0.419162002
29-11-71 0:00,29-11-71 13:32,9.508468399
30-11-71 0:00,30-11-71 6:59,0.00572847
01-12-71 0:00,01-12-71 23:59,0.001786193
02-12-71 0:00,02-12-71 23:59,0.618065697
03-12-71 0:00,03-12-71 1:03,3.157055541
04-12-71 0:00,04-12-71 19:39,6.650910834
05-12-71 0:00,05-12-71 17:37,4.019604111
06-12-71 0:00,06-12-71 6:42,2.259613696
07-12-71 0:00,07-12-71 18:13,33.14645522
08-12-71 0:00,08-12-71 0:43,3.012719225
09-12-71 0:00,09-12-71 3:42,1.053218976
10-12-71 0:00,10-12-71 8:50,2.785399449
11-12-71 0:00,11-12-71 6:59,0.051929318
12-12-71 0:00,12-12-71 12:52,3.861478397
13-12-71 0:00,13-12-71 4:58,24.14643216
14-12-71 0:00,14-12-71 6:59,0.071788225
15-12-71 0:00,15-12-71 0:00,0.001304901
16-12-71 0:00,16-12-71 0:00,0.001304901
17-12-71 0:00,17-12-71 16:44,15.1002064
18-12-71 0:00,18-12-71 6:59,0.007174459
19-12-71 0:00,19-12-71 0:00,0
20-12-71 0:00,20-12-71 23:40,0.145247292
21-12-71 0:00,21-12-71 17:38,2.051188904
22-12-71 0:00,22-12-71 6:59,0.014981585
23-12-71 0:00,23-12-71 3:23,0.449096093
24-12-71 0:00,24-12-71 0:00,0
25-12-71 0:00,25-12-71 21:00,1.8
26-12-71 0:00,26-12-71 9:48,4.728571429
27-12-71 0:00,27-12-71 19:54,1.453234139
28-12-71 0:00,28-12-71 19:01,6.822919354
